datetime,daily_return
2023-09-07,-0.013437268457093783
2023-09-08,0.004543445557550104
2023-09-11,0.004356796915867889
2023-09-12,-0.0032558983884887235
2023-09-13,-0.0034205251403439866
2023-09-14,0.0065519129050033605
2023-09-15,-0.006365350949440244
2023-09-18,-0.0009468763187211799
2023-09-19,0.00098771879835233
2023-09-20,-0.0027052165977522634
2023-09-21,-0.005734199458461277
2023-09-22,0.007044799154266606
2023-09-25,0.0008128153571974162
2023-09-26,-0.00627276102111907
2023-09-27,0.007932337179335303
2023-09-28,-0.0012626631930840637
2023-10-09,-0.00314085683761866
2023-10-10,-0.007139352845826007
2023-10-11,0.013891580985335158
2023-10-12,0.015257793861670817
2023-10-13,-0.011485341840904436
2023-10-16,-0.00927172982312095
2023-10-17,0.005430364591293593
2023-10-18,-0.013764657082899838
