datetime,daily_return
2023-01-03,-0.010687038992480651
2023-01-04,0.0183216413663053
2023-01-05,-0.014467046125602378
2023-01-06,0.02989317610487735
2023-01-09,0.024044117537663293
2023-01-10,0.01811446242661065
2023-01-11,0.021824741899022053
2023-01-12,0.015561835872300539
2023-01-13,0.00661247121333707
2023-01-17,0.009150846231587541
2023-01-18,-0.01783912733282702
2023-01-19,-0.01007179351602846
2023-01-20,0.039045370002253804
2023-01-23,0.040122979799695244
2023-01-24,-0.006669167598580229
2023-01-25,0.004964968235875861
2023-01-26,0.03149301808221376
2023-01-27,0.016536537676172507
2023-01-30,-0.03182478439766611
2023-01-31,0.022616797855443963
2023-02-01,0.04019942399817471
2023-02-02,0.06560938021934302
2023-02-03,-0.019408544021848738
2023-02-06,-0.01198887597930466
2023-02-07,0.026536538403543426
2023-02-08,-0.02078620672506929
2023-02-09,-0.01556110774428797
2023-02-10,-0.015613041857725479
2023-02-13,0.016243520396037596
2023-02-14,0.016744020477243098
2023-02-15,0.00648727175934388
2023-02-16,-0.029461803865082133
2023-02-17,-0.009237097343223878
2023-02-21,-0.0298101114537484
2023-02-22,-9.701217338551997e-05
2023-02-23,0.01984188430223655
2023-02-24,-0.01926682811663258
2023-02-27,0.008950411096139041
2023-02-28,0.0012210282473340693
2023-03-01,-0.00760185702164539
2023-03-02,0.009819425341026792
2023-03-03,0.02615418310733521
2023-03-06,-0.0011016329694235598
2023-03-07,-0.0106191326125807
2023-03-08,0.00875628753340844
2023-03-09,-0.01760598934941688
2023-03-10,-0.00970240931881711
2023-03-13,0.0061762729917722884
2023-03-14,0.040357758388642265
2023-03-15,0.01320699265692398
2023-03-16,0.04401271755340514
2023-03-17,-0.003736591259236019
2023-03-20,-0.0028885149982303404
2023-03-21,0.020087003300978828
2023-03-22,-0.009190505316187671
2023-03-23,0.01828883238242853
2023-03-24,-0.0018454103236596301
2023-03-27,-0.01218000451715846
2023-03-28,-0.00930715275824464
2023-03-29,0.02409302927169471
2023-03-30,0.01001878585201629
2023-03-31,0.02137433625085971
2023-04-03,-0.00468347849986704
2023-04-04,-0.0005504538225995101
2023-04-05,-0.01678692370080776
2023-04-06,0.013955953859923603
2023-04-10,-0.00241022147089983
2023-04-11,-0.00973972144235783
2023-04-12,-0.012400321077369719
2023-04-13,0.021709593210121
2023-04-14,0.00116554865342809
2023-04-17,-0.004712867382450711
2023-04-18,-0.0029401071241754702
2023-04-19,-0.0017491163533726799
2023-04-20,-0.01463020508424279
2023-04-21,-0.00036850133271155614
2023-04-24,-0.0055051471960584405
2023-04-25,-0.02417320352061534
2023-04-26,0.011750686607704569
2023-04-27,0.041796345877420996
2023-04-28,0.00865789349795687
2023-05-01,-0.0026564232035565603
2023-05-02,-0.00896450632735931
2023-05-03,-0.00918783646358003
2023-05-04,0.0041994962110634805
2023-05-05,0.02196517080163671
2023-05-08,0.01141540392084352
2023-05-09,-0.007092040334066571
2023-05-10,0.01648364917781718
2023-05-11,0.00821793125232079
2023-05-12,-0.006717603969103571
2023-05-15,0.00759139807119392
2023-05-16,0.01119226470264355
2023-05-17,0.0154944820138884
2023-05-18,0.02377246141185889
2023-05-19,-0.0029497984352754103
2023-05-22,0.01215386239865259
2023-05-23,-0.01369177452694328
2023-05-24,-0.004068380767917899
2023-05-25,0.03964246365316668
2023-05-26,0.03212590416816395
2023-05-30,0.0098066142017313
2023-05-31,-0.00769572927596744
2023-06-01,0.016134644003702292
2023-06-02,0.0052151369734348505
2023-06-05,-0.0012729846377066895
2023-06-06,0.011516148653597031
2023-06-07,-0.02424430448566381
2023-06-08,0.016280286419087353
2023-06-09,0.006828681819359879
2023-06-12,0.023313145745037258
2023-06-13,0.00725074390288769
2023-06-14,0.01289643643464218
2023-06-15,0.007340530297411868
2023-06-16,-0.006343210946290182
2023-06-20,0.00292563497994527
2023-06-21,-0.026697797578424935
2023-06-22,0.01332085710336429
2023-06-23,-0.006834632835802551
2023-06-26,-0.02527410393707451
2023-06-27,0.019601142947946168
2023-06-28,0.00244056147120614
2023-06-29,-0.005262872187798339
2023-06-30,0.018406171385032054
2023-07-03,0.007231767278729829
2023-07-05,0.0015704748110223397
2023-07-06,-0.008599588204999679
2023-07-07,-0.0028088910352908397
2023-07-10,-0.00811457184090516
2023-07-11,0.0042138252602696305
2023-07-12,0.02006120543226773
2023-07-13,0.022834105200049103
2023-07-14,-0.0008915989659281396
2023-07-17,0.01159763748214946
2023-07-18,0.00555347685922099
2023-07-19,-0.00276638748135892
2023-07-20,-0.038061573377349264
2023-07-21,-0.00404208657646085
2023-07-24,0.00425890955081986
2023-07-25,0.00924056967450992
2023-07-26,0.006035738692803031
2023-07-27,0.00118387190090595
2023-07-28,0.030365845347581088
2023-07-31,-0.00250527631959334
2023-08-01,-0.0022714623249544797
2023-08-02,-0.03272870313798842
2023-08-03,0.0068333937806222215
2023-08-04,0.003980574170797739
2023-08-07,0.009886115420172658
2023-08-08,-0.00972962957910685
2023-08-09,-0.020825493691333092
2023-08-10,0.00271185971666977
2023-08-11,-0.00879655549365458
2023-08-14,0.01985992490346048
2023-08-15,-0.013125983872253772
2023-08-16,-0.01859240334886842
2023-08-17,-0.013047110397017562
2023-08-18,-0.00506852994823389
2023-08-21,0.02689412746468311
2023-08-22,-0.004059256180882551
2023-08-23,0.02374720132998111
2023-08-24,-0.0279216966178224
2023-08-25,0.00688645038680912
2023-08-28,0.0077331046596115696
2023-08-29,0.03028086361553046
2023-08-30,0.00536679720433706
2023-08-31,0.0043628815328454595
2023-09-01,0.0015242875005295794
